,seed,average R^2,average MSE,R^2 max name,R^2 max value,R^2 min name,R^2 min value,MSE max name,MSE max value,MSE min name,MSE min value
33,59506,-0.05457651368526507,152570500.3173682,S23 (SBS28 - 0.96),-0.0008222985949273287,S3 (SBS3 - 0.97),-0.28841159079207523,S10 (SBS10a - 1.00),2636399220.213613,S21 (SBS23 - 0.94),37001.76286147327
34,7510,-0.04945435844629466,234735806.55004272,S12 (SBS11 - 0.99),-0.0007061140541624322,S5 (SBS5 - 0.98),-0.3065220854406294,S10 (SBS10a - 1.00),5148071654.325384,S18 (SBS19 - 0.95),55313.43209677473
35,62907,-0.050296657073544554,209747973.60117874,S12 (SBS11 - 0.99),-0.0010830063783655586,S3 (SBS3 - 0.97),-0.2842399854094506,S10 (SBS10a - 1.00),4544573325.6392765,S21 (SBS23 - 0.94),104387.47694312247
36,11628,-0.041801536289680474,319581177.86661047,S23 (SBS28 - 0.96),-0.0012591037791016557,S17 (SBS18 - 0.97),-0.22549809822019617,S10 (SBS10a - 1.00),7004355757.534613,S18 (SBS19 - 0.95),148903.33672597646
37,63439,-0.044809351796637635,298597659.38846254,S19 (SBS20 - 0.98),-0.0005911477061064652,S5 (SBS5 - 0.98),-0.294335973063907,S10 (SBS10a - 1.00),6956616480.27182,S18 (SBS19 - 0.95),82936.20600515018
38,10215,-0.04021249507674996,143641866.1200478,S11 (SBS10d - 0.98),-0.0008301642128409892,S3 (SBS3 - 0.97),-0.29709475845071,S10 (SBS10a - 1.00),2331825177.7796907,S18 (SBS19 - 0.95),124892.63955549998
39,5576,-0.059765583509492515,148034477.9857631,S23 (SBS28 - 0.96),-0.0004896281567712268,S5 (SBS5 - 0.98),-0.30827746965929137,S10 (SBS10a - 1.00),2379386592.215244,S21 (SBS23 - 0.94),175967.8466155864
40,78396,-0.05423736439289375,241182381.62729642,S14 (SBS14 - 0.98),-0.0008802888057410918,S5 (SBS5 - 0.98),-0.3042430847343711,S10 (SBS10a - 1.00),5182272590.773051,S21 (SBS23 - 0.94),23872.28304595756
41,98485,-0.05454651872261909,228309977.82469553,S23 (SBS28 - 0.96),-0.0007592622676140248,S5 (SBS5 - 0.98),-0.2758310789335032,S10 (SBS10a - 1.00),3682381876.7265863,S24 (SBS31 - 0.98),209195.0404029484
42,10467,-0.04647298053780184,212000046.79572335,S11 (SBS10d - 0.98),-0.0009717930485420023,S3 (SBS3 - 0.97),-0.27737978422294973,S10 (SBS10a - 1.00),4532592555.008915,S18 (SBS19 - 0.95),161816.39819106183
43,53546,-0.0577180877926758,195159278.39437613,S19 (SBS20 - 0.98),-0.000981441065118993,S5 (SBS5 - 0.98),-0.30411726240068604,S10 (SBS10a - 1.00),3716177332.585496,S18 (SBS19 - 0.95),67516.56063987312
44,41437,-0.0540010221023977,139686533.7837692,S12 (SBS11 - 0.99),-0.0008833514217228,S5 (SBS5 - 0.98),-0.33202351933787844,S10 (SBS10a - 1.00),2648495702.336384,S21 (SBS23 - 0.94),25223.502520504277
45,57669,-0.04348305810094555,291494489.9638644,S12 (SBS11 - 0.99),-0.0010220539903629255,S3 (SBS3 - 0.97),-0.22630113090945714,S10 (SBS10a - 1.00),6852264992.706756,S18 (SBS19 - 0.95),129373.46928643895
46,50438,-0.04219686321844472,304999860.7705117,S12 (SBS11 - 0.99),-0.0012868024185468396,S1 (SBS1 - 0.99),-0.1804434965616244,S10 (SBS10a - 1.00),7416271356.449045,S18 (SBS19 - 0.95),196760.85889421892
47,53471,-0.06023426738540312,207935607.1829116,S12 (SBS11 - 0.99),-0.0008759474734234551,S5 (SBS5 - 0.98),-0.3021287168047375,S10 (SBS10a - 1.00),4677976315.717435,S24 (SBS31 - 0.98),85126.26550639543
48,28211,-0.04434994149905586,224576853.303335,S23 (SBS28 - 0.96),-0.0014404503890788067,S5 (SBS5 - 0.98),-0.2623078299675894,S10 (SBS10a - 1.00),4796998522.376121,S24 (SBS31 - 0.98),135935.63138177988
